positionx,positiony,positionz,velocityx,velocityy,velocityz
-1879.4125899549254,36272.38637349449,9000.0,7.709877300857656,82.79723721847816,-0.9076879453505435
-1878.7957997708568,36279.010152471965,8999.927384964372,7.709877300857656,82.79723721847816,-0.9076879453505435
-1878.1790095867882,36285.63393144944,8999.854769928745,7.798764346637588,82.82611837039201,-0.7476879453505435
-1877.5551084390572,36292.26002091907,8999.794954893117,9.450354170254464,84.02606861607055,-0.6586507681471383
-1876.7990801054368,36298.98210640836,8999.742262831665,10.208861380984885,85.07006422746691,-0.4992406280094398
-1875.982371194958,36305.78771154656,8999.702323581425,10.406999621083266,85.67987102710258,-0.21131841674810575
-1875.1498112252714,36312.642101228725,8999.685418108085,10.406999621083266,85.52747350267654,0.07430523789215365
-1874.3172512555848,36319.48429910894,8999.691362527117,10.724112379614573,84.55150078631651,0.3655703700512506
-1873.4593222652156,36326.24841917185,8999.720608156722,11.298627268519331,83.7607488801865,0.5099352727385746
-1872.555432083734,36332.94927908226,8999.761402978542,11.71034029357888,83.461621858147,0.534576760097409
-1871.6186048602478,36339.626208830916,8999.80416911935,12.02054161763112,83.3608313381649,0.6232219548858827
-1870.6569615308374,36346.29507533797,8999.85402687574,13.951866677192708,83.3608313381649,0.8066448088249802
-1869.540812196662,36352.963941845024,8999.918558460447,15.133899487992508,83.7448970799873,0.8614195506962297
-1868.3301002376227,36359.66353361143,8999.987472024502,16.878259509617315,85.01224881985007,0.9984442519229051
-1866.9798394768534,36366.464513517014,9000.067347564656,17.77777566383109,86.25032659168167,1.225446023601003
-1865.557617423747,36373.364539644346,9000.165383246544,17.880011211462108,86.56497525353974,1.5919484659140573
-1864.12721652683,36380.28973766463,9000.292739123817,17.880011211462108,88.70095158449202,1.9219818586775599
-1862.6968156299129,36387.385813791385,9000.446497672512,17.86146726263331,88.79908259960538,2.2130969254560795
-1861.2678982489022,36394.48974039935,9000.623545426548,17.518620487787995,90.13320812894787,2.5211457975845395
-1859.866408609879,36401.700397049666,9000.825237090356,17.538060208815807,90.44763997541992,2.809647962127329
-1858.4633637931738,36408.9362082477,9001.050008927326,17.114296179357428,92.61370061779697,2.977650203980379
-1857.0942200988252,36416.34530429712,9001.288220943645,17.053640066725254,92.81251769115931,3.244433790925492
-1855.729928893487,36423.770305712416,9001.547775646919,16.656240007385673,93.41079105712612,3.509775289913493
-1854.3974296928964,36431.24316899699,9001.828557670113,16.491560693570495,93.81609615054884,3.781419736189771
-1853.0781048374108,36438.748456689034,9002.131071249009,15.785158137442895,95.40151137695389,3.944874127726427
-1851.8152921864155,36446.38057759919,9002.446661179227,15.558349462714249,96.55418039229603,4.019035165912817
-1850.5706242293984,36454.104912030576,9002.768183992499,15.564414853206685,96.61419507640856,4.030719809445402
-1849.3254710411418,36461.83404763669,9003.090641577255,15.77843737416735,98.84803791024139,4.050004027776428
-1848.0631960512085,36469.74189066951,9003.414641899477,15.770308952721441,100.81995640926506,4.1433674201819946
-1846.8015713349907,36477.807487182254,9003.746111293092,15.602905974862615,102.66416105969444,4.203627005398514
-1845.5533388570018,36486.02062006703,9004.082401453525,15.371495555117326,103.36936037771336,4.378862193388666
-1844.3236192125923,36494.29016889725,9004.432710428995,15.104599658993497,104.43542589998842,4.4909919784727705
-1843.1152512398728,36502.64500296925,9004.791989787273,14.9884158304278,104.67856909271188,4.750753548468785
-1841.9161779734386,36511.01928849667,9005.17205007115,13.966583946962306,106.07548990272782,5.139526027524411
-1840.7988512576817,36519.50532768889,9005.583212153353,13.402833421409218,107.71011335532651,5.426168422556324
-1839.726624583969,36528.122136757316,9006.017305627158,13.351601263667463,107.80900924769986,5.813249971358193
-1838.6584964828755,36536.746857497135,9006.482365624866,12.805063302293139,108.71403318481168,6.222016952552951
-1837.6340914186922,36545.44398015192,9006.98012698107,12.211940384652193,109.38735610046737,6.657942119081697
-1836.65713618792,36554.19496863995,9007.512762350598,11.95612516499371,109.60128158935272,6.962692278120474
-1835.7006461747205,36562.9630711671,9008.069777732848,10.107173453612045,110.80805735910123,7.275122666537104
-1834.8920722984315,36571.827715755826,9008.65178754617,9.22160952472153,111.54919305888782,7.685420704554091
-1834.1543435364538,36580.75165120054,9009.266621202534,9.153306143890315,111.5915147917952,8.200353394332291
-1833.4220790449426,36589.67897238388,9009.922649474081,8.38962629826506,112.48749551649516,8.798171834682027
-1832.7509089410814,36598.6779720252,9010.626503220856,7.443510260626345,113.59124284362247,9.30376367630467
-1832.1554281202314,36607.76527145269,9011.37080431496,7.092782983396399,113.91246086968376,9.876245759352381
-1831.5880054815595,36616.87826832227,9012.160903975708,6.1428413949693565,115.40206689495237,10.414713806860032
-1831.096578169962,36626.110433673864,9012.994081080256,5.294717301091389,116.22741184483918,10.937812477068098
-1830.6730007858746,36635.40862662145,9013.869106078422,4.60795418031029,116.58859740800243,11.605389999692944
-1830.3043644514498,36644.73571441409,9014.797537278399,2.8843143544787235,117.50081713312986,12.38549369838102
-1830.0736193030916,36654.135779784745,9015.78837677427,0.7837204958280806,117.89166063583801,13.026429803162038
-1830.0109216634253,36663.56711263561,9016.830491158522,-0.14144414082128853,117.99348218302414,13.691795077109658
-1830.022237194691,36673.00659121025,9017.92583476469,-0.8890568291889738,117.86408369657315,14.442110783014328
-1830.093361741026,36682.43571790597,9019.081203627331,-1.3974852883611133,117.93665249651065,15.33954606195861
-1830.205160564095,36691.870650105695,9020.308367312287,-1.6582478905656122,117.95335910746685,16.191243949978478
-1830.3378203953403,36701.30691883429,9021.603666828285,-2.9859656100467395,117.9650410187868,16.917410545302616
-1830.576697644144,36710.74412211579,9022.95705967191,-3.0564727874729067,117.96290651086767,17.70684016095403
-1830.8212154671417,36720.181154636666,9024.373606884787,-4.0083460644274655,118.06830634533314,18.59687353008916
-1831.1418831522958,36729.62661914429,9025.861356767195,-6.117359003724495,117.86765819693578,19.487584915449013
-1831.6312718725937,36739.05603180005,9027.42036356043,-8.377292139621884,117.58745393328266,20.334375782340672
-1832.3014552437635,36748.46302811471,9029.047113623017,-10.041336267819696,117.35288394912037,21.099939331501304
-1833.1047621451892,36757.85125883064,9030.735108769537,-10.379628165905013,117.39916210485535,21.91250722281238
-1833.9351323984615,36767.243191799025,9032.488109347361,-12.073714074211441,117.82087596873028,22.729846380529832
-1834.9010295243984,36776.668861876526,9034.306497057803,-13.227043515801771,118.26068892514466,23.601548927422982
-1835.9591930056624,36786.12971699054,9036.194620971997,-14.811795571474137,118.8493708189801,24.602642221506954
-1837.1441366513804,36795.63766665605,9038.162832349717,-14.995562577490936,118.88988895856504,25.471157043977545
-1838.3437816575797,36805.148857772736,9040.200524913234,-15.143932587465658,118.91165385771473,26.399315044183986
-1839.555296264577,36814.66179008135,9042.312470116769,-16.783275087813458,119.6359893691195,27.38762653060918
-1840.8979582716022,36824.23266923088,9044.503480239218,-18.763500095543964,120.13250912444826,28.38366829391382
-1842.3990382792458,36833.84326996083,9046.774173702732,-19.089080942065443,120.32126422277629,29.219800227894147
-1843.9261647546111,36843.46897109866,9049.111757720962,-19.789223651705655,120.71300272449827,30.118345251162634
-1845.5093026467475,36853.12601131661,9051.521225341055,-20.216167329131032,120.80941051956408,31.045276343939506
-1847.126596033078,36862.79076415818,9054.00484744857,-21.34523558830572,121.46952970651039,31.984109639866357
-1848.8342148801423,36872.5083265347,9056.56357621976,-22.83487415691287,122.74659014699259,33.04420383650997
-1850.6610048126954,36882.32805374646,9059.207112526681,-24.377181220029364,123.61017311203221,34.09141403319405
-1852.6111793102978,36892.21686759542,9061.934425649337,-26.265333093647232,124.70839595506864,35.112575791736056
-1854.7124059577895,36902.19353927183,9064.743431712675,-27.74438770269151,125.17994359746746,36.15214723091805
-1856.9319569740048,36912.20793475963,9067.63560349115,-29.302306717011,125.45469035570905,37.13074342423596
-1859.2761415113657,36922.244309988084,9070.60606296509,-30.854722323572986,125.9010697530753,38.10735536788917
-1861.7445192972516,36932.31639556833,9073.65465139452,-31.488336747914627,125.9757570116936,39.07844282558826
-1864.2635862370848,36942.39445612926,9076.780926820567,-32.992523767100124,125.70982187116412,40.17608131569177
-1866.9029881384529,36952.45124187895,9079.995013325823,-34.684753606105076,125.4456074442677,41.30328348487974
-1869.6777684269414,36962.486890474494,9083.299276004613,-35.60806321105196,125.05152022542721,42.51038387004751
-1872.5264134838255,36972.49101209253,9086.700106714217,-36.52225069754265,124.64418033894503,43.66243009341022
-1875.4481935396288,36982.462546519644,9090.19310112169,-37.715953907669714,123.83420148770398,44.757854861939556
-1878.4654698522424,36992.36928263866,9093.773729510645,-38.72607507501997,122.73335840762579,45.771085041435875
-1881.563555858244,37002.18795131127,9097.43541631396,-38.89726923041364,122.37967639334494,46.870097797728455
-1884.675337396677,37011.97832542274,9101.185024137778,-39.01594363707073,121.9616899875152,48.031614738185645
-1887.7966128876426,37021.73526062174,9105.027553316833,-39.02957002301053,119.78996514141829,49.20949900849275
-1890.9189784894834,37031.318457833055,9108.964313237513,-39.10723683097202,119.12449302155386,50.42550090909823
-1894.0475574359612,37040.84841727478,9112.99835331024,-39.36729880093423,118.08259673970629,51.494023808728286
-1897.196941340036,37050.295025013955,9117.117875214939,-39.637101698845456,116.00135463840499,52.62960485009114
-1900.3679094759436,37059.57513338503,9121.328243602946,-39.78148546711904,114.78460498742517,53.79512797498568
-1903.5504283133132,37068.75790178402,9125.631853840945,-40.32159027640314,112.84999037044415,54.8328665778185
-1906.7761555354255,37077.78590101365,9130.01848316717,-40.430212402769776,111.23280476911332,55.80657421560546
-1910.0105725276471,37086.68452539518,9134.483009104419,-40.53111833452104,110.95895961509792,56.72188808863434
-1913.2530619944089,37095.56124216439,9139.020760151509,-40.88098035050027,110.33104025489376,57.63323758883785
-1916.5235404224488,37104.38772538478,9143.631419158615,-41.634185874379924,108.82741687420409,58.661130523088424
-1919.8542752923993,37113.09391873472,9148.324309600463,-42.12579217423183,107.41496136115686,59.62958410709705
-1923.2243386663379,37121.68711564361,9153.09467632903,-42.89048582973768,105.99480554275424,60.74430359626822
-1926.655577532717,37130.16670008703,9157.954220616732,-43.489957156605705,104.30538782121329,61.84184635335014
-1930.1347741052455,37138.511131112726,9162.901568325,-44.01754388989549,103.2273625390759,62.98644452530226
-1933.6561776164372,37146.769320115854,9167.940483887025,-44.721357408017575,101.88919371908004,64.06448529145872
-1937.2338862090785,37154.92045561338,9173.065642710342,-45.441665720120014,101.05297770687201,65.09565392755225
-1940.869219466688,37163.00469382993,9178.273295024546,-45.5577912032445,100.86451021123166,66.09263711775732
-1944.5138427629477,37171.07385464683,9183.560705993967,-46.48179736869961,100.02174088823209,67.18100801375016
-1948.2323865524436,37179.075593917885,9188.935186635066,-48.00043558855551,98.49799155189322,68.24244893021776
-1952.0724213995281,37186.95543324204,9194.394582549483,-48.010476208387665,98.47883273029048,69.45171679014464
-1955.913259496199,37194.83373986046,9199.950719892695,-48.361703687644145,97.73249674438709,70.61383142501249
-1959.7821957912106,37202.65233960001,9205.599826406697,-48.75457009978012,96.05291808799672,71.92275269614157
-1963.682561399193,37210.336573047054,9211.353646622389,-48.726117350548776,94.60065784258079,73.16306144090836
-1967.580650787237,37217.90462567446,9217.206691537662,-48.74439489860256,93.22287980656426,74.41089042220284
-1971.480202379125,37225.36245605899,9223.159562771438,-48.90362996110894,92.56747737889765,75.55337020819115
-1975.3924927760138,37232.7678542493,9229.203832388093,-49.162820805344836,91.35889709778311,76.59121283913183
